source,shared_from,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,post_id,url
 BATTLEGROUNDS,,2019-07-20 20:05:42,"Nhism cho rằng kiến thức PUBG của HLV DJChip rất cần thiết cho Vietnam All-Stars 😎 ➡ Danh sách 16 team tham dự PUBG NATIONS CUP 2019: https://www.facebook.com/PUBG.VN.Official/posts/862040504174239 🇻🇳 ĐỘI HÌNH VIETNAM ALL-STARS THAM DỰ PUBG NATIONS CUP 2019 🇻🇳 Sapauu (Player #1) 🇻🇳 Nhism (Player #2) 🇻🇳 Leviz (Player #3) 🇻🇳 BAsill (Player #4) 🇻🇳 DJChip (Coach) 🇻🇳 Hãy cùng theo dõi và cổ vũ cho đội tuyển Việt Nam tại giải đấu PUBG Nations Cup 2019. 🏆 Thông tin về giải đấu PUBG Nations Cup 2019: - Tổng giải thưởng: 500,000 USD - Thời gian: 3 ngày từ 09-11/08/2019 - Địa điểm: JangChung Arena, Seoul, Hàn Quốc - Số đội tham dự: 16 đội đến từ 5 vùng lãnh thổ  ➡ Chi tiết về về giải đấu PUBG Nations Cup 2019 xem tại: http://bit.ly/PNC2019VN #PUBG #PUBGVN #PUBGEsports #PUBGNationsCup #NationsCup #PNC #PNC2019 #AllStars #PUBGVietnam #Leviz #BAsill #Sapauu #Nhism #DJChip #VietnamAllstars","2,8K","2,3K",379,40,7,6,1,103 bình luậ,864589870585969,/story.php?story_fbid=864589870585969&id=526840431027583
 BATTLEGROUNDS,,2019-07-20 15:19:57,"🔫 [PATCH 4.1] CẬP NHẬT CÂN BẰNG VŨ KHÍ 🔸 Ở bản Patch mới 4.1 này, hàng loạt thay đổi cập nhật vũ khí mới đã được đưa vào.  - Giờ Kar98K đã có sát thương lớn hơn M24.  - Uzi giờ có thể gắn nòng nhắm Holo và Red dot. - Đạn trên shotgun giảm khoảng cách di chuyển từ 1000m xuống còn 150m ➡ Và còn rất nhiều thay đổi khác xem chi tiết tại http://bit.ly/Patch4-1VN 🎉 Máy chủ TEST (PUBG: Test Server) đã ra mắt bản Patch 4.1 với nhiều tính năng và cập nhật mới vô cùng hấp dẫn 1⃣ CẬP NHẬT ĐỒ HỌA ERANGEL - Bản đồ huyền thoại Erangel sẽ được làm mới lại với một diện mạo mới tuyệt đẹp. 2⃣ SURVIVOR PASS 4: AFTERMATH - Survivor Pass mới với nhiều phần thưởng cực hấp dẫn sẽ được ra mắt. ➡ Chi tiết Survivor Pass 4: Aftermath xem tại: https://pass.pubg.com 3⃣ HỆ THỐNG NHIỆM VỤ HỢP TÁC - Hệ thống mới trong Survivor Pass sẽ giúp bạn có thể cùng các người chơi khác hoàn thành nhiệm vụ và nhận thưởng. 4⃣ HỆ THỐNG DANH HIỆU SINH TỒN MÙA 4 - Mùa rank thứ 4 sẽ được bắt đầu từ ngày 24 tháng 07 với phần thưởng là các skin cực chất. 5⃣ CÂN BẰNG VŨ KHÍ VÀ PHƯƠNG TIỆN - Điều chỉnh chỉ số của rất nhiều loại vũ khí và phương tiện. 6⃣ CẢI TIẾN VẬT PHẨM HỒI MÁU VÀ TĂNG LỰC - Cải tiến cách sử dụng các vật phẩm này để tiện lợi hơn khi sử dụng. 7⃣ THÊM ĐẦU ĐĨA THAN VÀO BẢN ĐỒ ERANGEL - Giờ bạn có thể có thêm những chiến thuật mới với chiếc máy phát nhạc này. 8⃣ LÀM MỚI GIAO DIỆN TAB NGOẠI HÌNH NHÂN VẬT - Làm mới tab Ngoại Hình và có thêm cả skin cho phương tiện 9⃣ THẾ GIỚI - Logo của PUBG Nations Cup Seoul 2019 sẽ xuất hiện ở nhiều bản đồ. 🔟 CẢI THIỆN HỆ THỐNG TÌM TRẬN - Hệ thống tìm trận sẽ được cập nhật giúp bạn tìm trận nhanh nhất 1⃣1⃣ THÊM SKIN CHẢO CỦA PUBG NATIONS CUP - Bạn có thể mua skin này từ ngày 31/07/2019. 1⃣2⃣ CẬP NHẬT GIẢI PHÉP CHO VIỆC FPS ẢNH HƯỚNG TỚI TỐC ĐỘ BẮN CỦA ĐẠN 1⃣3⃣ CẢI THIỆN GIAO DIỆN VÒNG TRONG GAME - Giao diện vòng giờ sẽ ở bên phải, tiện cho bạn sử dụng hơn ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019",2K,"1,8K",94,50,13,4,1,273 bình luậ,864461343932155,/story.php?story_fbid=864461343932155&id=526840431027583
 BATTLEGROUNDS,,2019-07-20 12:39:33,"BAsill đánh giá cao Canada All-Stars và mong muốn ""cạo đầu"" Kaymind 😎 ➡ Danh sách 16 team tham dự PUBG NATIONS CUP 2019: https://www.facebook.com/PUBG.VN.Official/posts/862040504174239 🇻🇳 ĐỘI HÌNH VIETNAM ALL-STARS THAM DỰ PUBG NATIONS CUP 2019 🇻🇳 Sapauu (Player #1) 🇻🇳 Nhism (Player #2) 🇻🇳 Leviz (Player #3) 🇻🇳 BAsill (Player #4) 🇻🇳 DJChip (Coach) 🇻🇳 Hãy cùng theo dõi và cổ vũ cho đội tuyển Việt Nam tại giải đấu PUBG Nations Cup 2019. 🏆 Thông tin về giải đấu PUBG Nations Cup 2019: - Tổng giải thưởng: 500,000 USD - Thời gian: 3 ngày từ 09-11/08/2019 - Địa điểm: JangChung Arena, Seoul, Hàn Quốc - Số đội tham dự: 16 đội đến từ 5 vùng lãnh thổ ➡ Chi tiết về về giải đấu PUBG Nations Cup 2019 xem tại: http://bit.ly/PNC2019VN #PUBG #PUBGVN #PUBGEsports #PUBGNationsCup #NationsCup #PNC #PNC2019 #AllStars #PUBGVietnam #Leviz #BAsill #Sapauu #Nhism #DJChip #VietnamAllstars","3,4K","2,8K",536,58,17,7,1,171 bình luậ,864390217272601,/story.php?story_fbid=864390217272601&id=526840431027583
 BATTLEGROUNDS,,2019-07-20 09:25:54,"🏆 BẢNG XẾP HẠNG GIẢI ĐẤU GLL GRAND SLAM: PUBG CLASSIC SAU NGÀY 1 🔸 Giải đấu PUBG lớn nhất của khu vực Bắc Mỹ, Châu Âu và Châu Úc ở PUBG Esports Phase 2 đang diễn ra từ 19/07 - 21/07 tại Stockholm, Thuỵ Điển. 🔸 Sau ngày đầu tiên, Team Liquid đang dẫn đầu với 59 điểm. Xếp hạng 2 là The Rumblers, hạng 3 là NA’VI.  🔸 Bất ngờ nhất là Cloud 9 của Kaymind chỉ xếp hạng 16 với vỏn vẹn 11 điểm. #PUBG #PUBGVN #PUBGVietnam #PUBGEsports #GLL #PUBGClassic","1,3K","1,2K",49,21,3,8,,158 bình luậ,864315947280028,/story.php?story_fbid=864315947280028&id=526840431027583
 BATTLEGROUNDS,,2019-07-19 16:09:17,"🎶 [PATCH 4.1] ĐẦU ĐĨA THAN ĐƯỢC THÊM VÀO BẢN ĐỒ ERANGEL 🎵 Giờ bạn sẽ có thêm nhiều chiến thuật để giành chiến thắng cũng như tạo ra thêm những highlight cực bất ngờ với vật phẩm mới này.  ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Máy chủ TEST (PUBG: Test Server) đã ra mắt bản Patch 4.1 với nhiều tính năng và cập nhật mới vô cùng hấp dẫn 1⃣ CẬP NHẬT ĐỒ HỌA ERANGEL - Bản đồ huyền thoại Erangel sẽ được làm mới lại với một diện mạo mới tuyệt đẹp. 2⃣ SURVIVOR PASS 4: AFTERMATH - Survivor Pass mới với nhiều phần thưởng cực hấp dẫn sẽ được ra mắt. ➡ Chi tiết Survivor Pass 4: Aftermath xem tại: https://pass.pubg.com 3⃣ HỆ THỐNG NHIỆM VỤ HỢP TÁC - Hệ thống mới trong Survivor Pass sẽ giúp bạn có thể cùng các người chơi khác hoàn thành nhiệm vụ và nhận thưởng. 4⃣ HỆ THỐNG DANH HIỆU SINH TỒN MÙA 4 - Mùa rank thứ 4 sẽ được bắt đầu từ ngày 24 tháng 07 với phần thưởng là các skin cực chất. 5⃣ CÂN BẰNG VŨ KHÍ VÀ PHƯƠNG TIỆN - Điều chỉnh chỉ số của rất nhiều loại vũ khí và phương tiện. 6⃣ CẢI TIẾN VẬT PHẨM HỒI MÁU VÀ TĂNG LỰC - Cải tiến cách sử dụng các vật phẩm này để tiện lợi hơn khi sử dụng. 7⃣ THÊM ĐẦU ĐĨA THAN VÀO BẢN ĐỒ ERANGEL - Giờ bạn có thể có thêm những chiến thuật mới với chiếc máy phát nhạc này. 8⃣ LÀM MỚI GIAO DIỆN TAB NGOẠI HÌNH NHÂN VẬT - Làm mới tab Ngoại Hình và có thêm cả skin cho phương tiện 9⃣ THẾ GIỚI - Logo của PUBG Nations Cup Seoul 2019 sẽ xuất hiện ở nhiều bản đồ. 🔟 CẢI THIỆN HỆ THỐNG TÌM TRẬN - Hệ thống tìm trận sẽ được cập nhật giúp bạn tìm trận nhanh nhất 1⃣1⃣ THÊM SKIN CHẢO CỦA PUBG NATIONS CUP - Bạn có thể mua skin này từ ngày 31/07/2019. 1⃣2⃣ CẬP NHẬT GIẢI PHÉP CHO VIỆC FPS ẢNH HƯỚNG TỚI TỐC ĐỘ BẮN CỦA ĐẠN 1⃣3⃣ CẢI THIỆN GIAO DIỆN VÒNG TRONG GAME - Giao diện vòng giờ sẽ ở bên phải, tiện cho bạn sử dụng hơn ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019","1,6K","1,3K",198,17,45,4,,140 bình luậ,863805797331043,/story.php?story_fbid=863805797331043&id=526840431027583
 BATTLEGROUNDS,,2019-07-19 14:46:34,"🔥 Một pha highlight siêu đẳng bằng Kar98K của ChocoTaco   ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Máy chủ TEST (PUBG: Test Server) đã ra mắt bản Patch 4.1 với nhiều tính năng và cập nhật mới vô cùng hấp dẫn 1⃣ CẬP NHẬT ĐỒ HỌA ERANGEL - Bản đồ huyền thoại Erangel sẽ được làm mới lại với một diện mạo mới tuyệt đẹp. 2⃣ SURVIVOR PASS 4: AFTERMATH - Survivor Pass mới với nhiều phần thưởng cực hấp dẫn sẽ được ra mắt. ➡ Chi tiết Survivor Pass 4: Aftermath xem tại: https://pass.pubg.com 3⃣ HỆ THỐNG NHIỆM VỤ HỢP TÁC - Hệ thống mới trong Survivor Pass sẽ giúp bạn có thể cùng các người chơi khác hoàn thành nhiệm vụ và nhận thưởng. 4⃣ HỆ THỐNG DANH HIỆU SINH TỒN MÙA 4 - Mùa rank thứ 4 sẽ được bắt đầu từ ngày 24 tháng 07 với phần thưởng là các skin cực chất. 5⃣ CÂN BẰNG VŨ KHÍ VÀ PHƯƠNG TIỆN - Điều chỉnh chỉ số của rất nhiều loại vũ khí và phương tiện. 6⃣ CẢI TIẾN VẬT PHẨM HỒI MÁU VÀ TĂNG LỰC - Cải tiến cách sử dụng các vật phẩm này để tiện lợi hơn khi sử dụng. 7⃣ THÊM ĐẦU ĐĨA THAN VÀO BẢN ĐỒ ERANGEL - Giờ bạn có thể có thêm những chiến thuật mới với chiếc máy phát nhạc này. 8⃣ LÀM MỚI GIAO DIỆN TAB NGOẠI HÌNH NHÂN VẬT - Làm mới tab Ngoại Hình và có thêm cả skin cho phương tiện 9⃣ THẾ GIỚI - Logo của PUBG Nations Cup Seoul 2019 sẽ xuất hiện ở nhiều bản đồ. 🔟 CẢI THIỆN HỆ THỐNG TÌM TRẬN - Hệ thống tìm trận sẽ được cập nhật giúp bạn tìm trận nhanh nhất 1⃣1⃣ THÊM SKIN CHẢO CỦA PUBG NATIONS CUP - Bạn có thể mua skin này từ ngày 31/07/2019. 1⃣2⃣ CẬP NHẬT GIẢI PHÉP CHO VIỆC FPS ẢNH HƯỚNG TỚI TỐC ĐỘ BẮN CỦA ĐẠN 1⃣3⃣ CẢI THIỆN GIAO DIỆN VÒNG TRONG GAME - Giao diện vòng giờ sẽ ở bên phải, tiện cho bạn sử dụng hơn ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019","1,5K","1,1K",190,21,103,6,,121 bình luậ,705778893199814,/story.php?story_fbid=705778893199814&id=526840431027583
 BATTLEGROUNDS,,2019-07-19 11:09:25,[ẢNH VUI] KHI CÁC TUYỂN THỦ PUBG VIỆT NAM GIÀ ĐI 😁 Những tấm ảnh vui từ cộng đồng PUBG về các tuyển thủ PUBG Việt Nam khi già đi. ➡ Nguồn: Cộng đồng PUBG Việt Nam #PUBG #PUBGVN #PUBGViệtNam,"1,9K","1,3K",497,11,3,55,,116 bình luậ,863693857342237,/story.php?story_fbid=863693857342237&id=526840431027583
 BATTLEGROUNDS,,2019-07-19 09:37:46,"Sapauu cho rằng HLV DJChip sẽ giúp Vietnam All-Stars giành được TOP cao ở giải đấu PUBG Nations Cup 2019 😎 ➡ Danh sách 16 team tham dự PUBG NATIONS CUP 2019: https://www.facebook.com/PUBG.VN.Official/posts/862040504174239 🇻🇳 ĐỘI HÌNH VIETNAM ALL-STARS THAM DỰ PUBG NATIONS CUP 2019 🇻🇳 Sapauu (Player #1) 🇻🇳 Nhism (Player #2) 🇻🇳 Leviz (Player #3) 🇻🇳 BAsill (Player #4) 🇻🇳 DJChip (Coach) 🇻🇳 Hãy cùng theo dõi và cổ vũ cho đội tuyển Việt Nam tại giải đấu PUBG Nations Cup 2019. 🏆 Thông tin về giải đấu PUBG Nations Cup 2019: - Tổng giải thưởng: 500,000 USD - Thời gian: 3 ngày từ 09-11/08/2019 - Địa điểm: JangChung Arena, Seoul, Hàn Quốc - Số đội tham dự: 16 đội đến từ 5 vùng lãnh thổ  ➡ Chi tiết về về giải đấu PUBG Nations Cup 2019 xem tại: http://bit.ly/PNC2019VN #PUBG #PUBGVN #PUBGEsports #PUBGNationsCup #NationsCup #PNC #PNC2019 #AllStars #PUBGVietnam #Leviz #BAsill #Sapauu #Nhism #DJChip #VietnamAllstars","2,3K",2K,218,39,3,3,,86 bình luậ,863657187345904,/story.php?story_fbid=863657187345904&id=526840431027583
 BATTLEGROUNDS,,2019-07-18 16:29:45,"🏆 DANH SÁCH 16 TEAM THAM DỰ GIẢI ĐẤU MET ASIA SERIES 🔸 16 team dưới đây sẽ góp mặt tại giải đấu PUBG lớn nhất Châu Á trong năm 2019: MET Asia Series với tổng giá trị giải thưởng lên tới 300,000 USD 🇮🇩 Rex Regum Qeon 🇹🇭 Armory Gaming 🇹🇭 Tokio Striker 🇹🇼 Nova Monster Shield 🇹🇼 AHQ eSports Club 🇯🇵 DetonatioN Gaming White 🇯🇵 Rascal Jester 🇰🇷 Gen.G 🇰🇷 DPG danawa  🇰🇷 DeToNator 🇰🇷 DPG EVGA 🇨🇳 VC Gaming 🇨🇳 Black Ananas 🇨🇳 17 Gaming 🇨🇳 Vici Gaming 🇨🇳 Weibo #PUBG  #PUBGEsports #MET_Asia_Series","1,7K","1,6K",24,15,3,112,1,104 bình luậ,863184970726459,/story.php?story_fbid=863184970726459&id=526840431027583
 BATTLEGROUNDS,,2019-07-18 11:38:32,"🔥 CẬP NHẬT ĐỒ HỌA Ở BẢN ĐỒ ERANGEL 🔥 🔸 Bản Patch 4.1 với tiêu điểm chính là bản đồ Erangel được cập nhật đồ họa mới. Hầu hết các khu vực đều được làm mới dựa theo cốt truyện của bản đồ Erangel. ➡ Xem video cốt truyện tại đây: https://www.youtube.com/watch?v=i0tpHCtkuC0  🎉 Máy chủ TEST (PUBG: Test Server) đã ra mắt bản Patch 4.1 với nhiều tính năng và cập nhật mới vô cùng hấp dẫn 1⃣ CẬP NHẬT ĐỒ HỌA ERANGEL - Bản đồ huyền thoại Erangel sẽ được làm mới lại với một diện mạo mới tuyệt đẹp. 2⃣ SURVIVOR PASS 4: AFTERMATH - Survivor Pass mới với nhiều phần thưởng cực hấp dẫn sẽ được ra mắt. ➡ Chi tiết Survivor Pass 4: Aftermath xem tại: https://pass.pubg.com 3⃣ HỆ THỐNG NHIỆM VỤ HỢP TÁC - Hệ thống mới trong Survivor Pass sẽ giúp bạn có thể cùng các người chơi khác hoàn thành nhiệm vụ và nhận thưởng. 4⃣ HỆ THỐNG DANH HIỆU SINH TỒN MÙA 4 - Mùa rank thứ 4 sẽ được bắt đầu từ ngày 24 tháng 07 với phần thưởng là các skin cực chất. 5⃣ CÂN BẰNG VŨ KHÍ VÀ PHƯƠNG TIỆN - Điều chỉnh chỉ số của rất nhiều loại vũ khí và phương tiện. 6⃣ CẢI TIẾN VẬT PHẨM HỒI MÁU VÀ TĂNG LỰC - Cải tiến cách sử dụng các vật phẩm này để tiện lợi hơn khi sử dụng. 7⃣ THÊM ĐẦU ĐĨA THAN VÀO BẢN ĐỒ ERANGEL - Giờ bạn có thể có thêm những chiến thuật mới với chiếc máy phát nhạc này. 8⃣ LÀM MỚI GIAO DIỆN TAB NGOẠI HÌNH NHÂN VẬT - Làm mới tab Ngoại Hình và có thêm cả skin cho phương tiện 9⃣ THẾ GIỚI - Logo của PUBG Nations Cup Seoul 2019 sẽ xuất hiện ở nhiều bản đồ. 🔟 CẢI THIỆN HỆ THỐNG TÌM TRẬN - Hệ thống tìm trận sẽ được cập nhật giúp bạn tìm trận nhanh nhất 1⃣1⃣ THÊM SKIN CHẢO CỦA PUBG NATIONS CUP - Bạn có thể mua skin này từ ngày 31/07/2019. 1⃣2⃣ CẬP NHẬT GIẢI PHÉP CHO VIỆC FPS ẢNH HƯỚNG TỚI TỐC ĐỘ BẮN CỦA ĐẠN 1⃣3⃣ CẢI THIỆN GIAO DIỆN VÒNG TRONG GAME - Giao diện vòng giờ sẽ ở bên phải, tiện cho bạn sử dụng hơn ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019","1,7K","1,5K",19,79,56,1,,192 bình luậ,863070967404526,/story.php?story_fbid=863070967404526&id=526840431027583
 BATTLEGROUNDS,,2019-07-18 10:18:23,"🎉 Bạn đã thử trải nghiệm bản Patch 4.1 trên máy chủ TEST (PUBG: Test Server) chưa? 1⃣ CẬP NHẬT ĐỒ HỌA ERANGEL - Bản đồ huyền thoại Erangel sẽ được làm mới lại với một diện mạo mới tuyệt đẹp. 2⃣ SURVIVOR PASS 4: AFTERMATH - Survivor Pass mới với nhiều phần thưởng cực hấp dẫn sẽ được ra mắt. ➡ Chi tiết Survivor Pass 4: Aftermath xem tại: https://pass.pubg.com 3⃣ HỆ THỐNG NHIỆM VỤ HỢP TÁC - Hệ thống mới trong Survivor Pass sẽ giúp bạn có thể cùng các người chơi khác hoàn thành nhiệm vụ và nhận thưởng. 4⃣ HỆ THỐNG DANH HIỆU SINH TỒN MÙA 4 - Mùa rank thứ 4 sẽ được bắt đầu từ ngày 24 tháng 07 với phần thưởng là các skin cực chất. 5⃣ CÂN BẰNG VŨ KHÍ VÀ PHƯƠNG TIỆN - Điều chỉnh chỉ số của rất nhiều loại vũ khí và phương tiện. 6⃣ CẢI TIẾN VẬT PHẨM HỒI MÁU VÀ TĂNG LỰC - Cải tiến cách sử dụng các vật phẩm này để tiện lợi hơn khi sử dụng. 7⃣ THÊM ĐẦU ĐĨA THAN VÀO BẢN ĐỒ ERANGEL - Giờ bạn có thể có thêm những chiến thuật mới với chiếc máy phát nhạc này. 8⃣ LÀM MỚI GIAO DIỆN TAB NGOẠI HÌNH NHÂN VẬT - Làm mới tab Ngoại Hình và có thêm cả skin cho phương tiện 9⃣ THẾ GIỚI - Logo của PUBG Nations Cup Seoul 2019 sẽ xuất hiện ở nhiều bản đồ. 🔟 CẢI THIỆN HỆ THỐNG TÌM TRẬN - Hệ thống tìm trận sẽ được cập nhật giúp bạn tìm trận nhanh nhất 1⃣1⃣ THÊM SKIN CHẢO CỦA PUBG NATIONS CUP - Bạn có thể mua skin này từ ngày 31/07/2019. 1⃣2⃣ CẬP NHẬT GIẢI PHÉP CHO VIỆC FPS ẢNH HƯỚNG TỚI TỐC ĐỘ BẮN CỦA ĐẠN 1⃣3⃣ CẢI THIỆN GIAO DIỆN VÒNG TRONG GAME - Giao diện vòng giờ sẽ ở bên phải, tiện cho bạn sử dụng hơn ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019",924,879,20,15,5,5,,81 bình luậ,863039547407668,/story.php?story_fbid=863039547407668&id=526840431027583
 BATTLEGROUNDS,,2019-07-18 09:11:20,"🏝 ""Tôi từng là kẻ Sống sót duy nhất và đầu tiên trên đảo Erangel...""   ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019",293,271,5,13,1,2,1,20 bình luậ,863015557410067,/story.php?story_fbid=863015557410067&id=526840431027583
 BATTLEGROUNDS,,2019-07-17 16:08:10,"📣 RA MẮT PATCH 4.1 TRÊN MÁY CHỦ TEST 📣 ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Máy chủ TEST (PUBG: Test Server) đã ra mắt bản Patch 4.1 với nhiều tính năng và cập nhật mới vô cùng hấp dẫn 1⃣ CẬP NHẬT ĐỒ HỌA ERANGEL - Bản đồ huyền thoại Erangel sẽ được làm mới lại với một diện mạo mới tuyệt đẹp. 2⃣ SURVIVOR PASS 4: AFTERMATH - Survivor Pass mới với nhiều phần thưởng cực hấp dẫn sẽ được ra mắt. ➡ Chi tiết Survivor Pass 4: Aftermath xem tại: https://pass.pubg.com 3⃣ HỆ THỐNG NHIỆM VỤ HỢP TÁC - Hệ thống mới trong Survivor Pass sẽ giúp bạn có thể cùng các người chơi khác hoàn thành nhiệm vụ và nhận thưởng. 4⃣ HỆ THỐNG DANH HIỆU SINH TỒN MÙA 4 - Mùa rank thứ 4 sẽ được bắt đầu từ ngày 24 tháng 07 với phần thưởng là các skin cực chất. 5⃣ CÂN BẰNG VŨ KHÍ VÀ PHƯƠNG TIỆN - Điều chỉnh chỉ số của rất nhiều loại vũ khí và phương tiện. 6⃣ CẢI TIẾN VẬT PHẨM HỒI MÁU VÀ TĂNG LỰC - Cải tiến cách sử dụng các vật phẩm này để tiện lợi hơn khi sử dụng.  7⃣ THÊM ĐẦU ĐĨA THAN VÀO BẢN ĐỒ ERANGEL - Giờ bạn có thể có thêm những chiến thuật mới với chiếc máy phát nhạc này.  8⃣ LÀM MỚI GIAO DIỆN TAB NGOẠI HÌNH NHÂN VẬT - Làm mới tab Ngoại Hình và có thêm cả skin cho phương tiện  9⃣ THẾ GIỚI - Logo của PUBG Nations Cup Seoul 2019 sẽ xuất hiện ở nhiều bản đồ.  🔟 CẢI THIỆN HỆ THỐNG TÌM TRẬN - Hệ thống tìm trận sẽ được cập nhật giúp bạn tìm trận nhanh nhất  1⃣1⃣ THÊM SKIN CHẢO CỦA PUBG NATIONS CUP - Bạn có thể mua skin này từ ngày 31/07/2019.  1⃣2⃣ CẬP NHẬT GIẢI PHÉP CHO VIỆC FPS ẢNH HƯỚNG TỚI TỐC ĐỘ BẮN CỦA ĐẠN  1⃣3⃣ CẢI THIỆN GIAO DIỆN VÒNG TRONG GAME - Giao diện vòng giờ sẽ ở bên phải, tiện cho bạn sử dụng hơn ➡ Chi tiết bản Patch 4.1 xem tại: http://bit.ly/Patch4-1VN 🎉 Hãy cùng trải nghiệm tất cả những điều hấp dẫn nhất ở Patch 4.1 ngay bây giờ trên máy chủ Test (PUBG: Test Server)! #PUBG #PUBGVN #PUBGSEA #Patch #Erangel #SurvivorPass4 #Aftermath #NhiệmvụHợpTác #Danhhiệusinhtồnmùa4 #ĐầuĐĩaThan #PUBGNationsCup2019","1,1K",1K,27,53,6,1,,253 bình luậ,862554220789534,/story.php?story_fbid=862554220789534&id=526840431027583
